id,url_id,user_id,event_type,timestamp,details
58,58,152,created,2025-06-21 20:27:58,"{""short_code"":""I0Sppn"",""original_url"":""https://example.com/jade/window/58""}"
59,59,124,created,2026-01-02 10:49:33,"{""short_code"":""mqmXyE"",""original_url"":""https://relay.cloud/dawn/canyon/59""}"
60,60,218,created,2025-04-17 17:50:52,"{""short_code"":""h1auHW"",""original_url"":""https://acme.dev/amber/signal/60""}"
61,61,231,created,2025-01-14 09:21:44,"{""short_code"":""H251sv"",""original_url"":""https://relay.cloud/calm/island/61""}"
62,62,101,created,2025-04-29 18:36:54,"{""short_code"":""8hipqv"",""original_url"":""https://relay.cloud/brisk/island/62""}"
63,63,349,created,2025-10-14 00:45:25,"{""short_code"":""Xa9TxX"",""original_url"":""https://relay.cloud/brisk/yard/63""}"
64,64,16,created,2025-01-13 21:06:18,"{""short_code"":""o1n7z1"",""original_url"":""https://acme.dev/vivid/delta/64""}"
65,65,65,created,2025-07-20 03:13:49,"{""short_code"":""LrQ24E"",""original_url"":""https://hackstack.io/clear/kernel/65""}"
66,66,299,created,2025-08-06 21:05:17,"{""short_code"":""p3qcjW"",""original_url"":""https://relay.cloud/keen/trail/66""}"
67,67,209,created,2025-06-15 06:32:30,"{""short_code"":""5UtDZK"",""original_url"":""https://hackstack.io/mellow/uplink/67""}"
68,68,379,created,2025-01-13 03:44:03,"{""short_code"":""SNAOt0"",""original_url"":""https://seeded.app/forest/lagoon/68""}"
69,69,41,created,2025-08-21 08:28:49,"{""short_code"":""NRII9p"",""original_url"":""https://relay.cloud/quiet/river/69""}"
70,70,215,created,2025-12-24 16:01:55,"{""short_code"":""hSG0OQ"",""original_url"":""https://example.com/navy/network/70""}"
71,71,205,created,2025-08-16 10:26:15,"{""short_code"":""MYfVwc"",""original_url"":""https://hackstack.io/warm/engine/71""}"
72,72,220,created,2025-01-15 08:35:34,"{""short_code"":""320VTe"",""original_url"":""https://hackstack.io/gold/anchor/72""}"
73,73,280,created,2025-07-08 07:59:41,"{""short_code"":""pFo2h3"",""original_url"":""https://hackstack.io/urban/field/73""}"
74,74,19,created,2025-11-21 13:42:10,"{""short_code"":""WTaePJ"",""original_url"":""https://example.com/rapid/valley/74""}"
75,75,328,created,2025-04-09 11:14:59,"{""short_code"":""tGrND9"",""original_url"":""https://hackstack.io/vivid/valley/75""}"
76,76,234,created,2025-08-21 16:02:24,"{""short_code"":""1psEf8"",""original_url"":""https://seeded.app/ember/trail/76""}"
77,77,180,created,2026-01-09 04:10:46,"{""short_code"":""OkJFye"",""original_url"":""https://hackstack.io/cobalt/lagoon/77""}"
78,78,167,created,2025-03-25 16:04:02,"{""short_code"":""mFiWhV"",""original_url"":""https://seeded.app/clear/quartz/78""}"
79,79,303,created,2025-05-14 00:30:56,"{""short_code"":""ARURfI"",""original_url"":""https://example.com/opal/journey/79""}"
80,80,72,created,2025-10-08 01:58:32,"{""short_code"":""mdyTom"",""original_url"":""https://hackstack.io/clear/delta/80""}"
81,81,116,created,2025-10-26 10:44:15,"{""short_code"":""MRJBcG"",""original_url"":""https://relay.cloud/harbor/pioneer/81""}"
82,82,93,created,2025-11-30 06:58:25,"{""short_code"":""FrLybo"",""original_url"":""https://hackstack.io/dawn/signal/82""}"
83,83,214,created,2025-04-18 09:33:43,"{""short_code"":""9C96zx"",""original_url"":""https://opswise.net/brisk/harvest/83""}"
84,84,300,created,2025-06-06 17:55:12,"{""short_code"":""f18ImY"",""original_url"":""https://opswise.net/urban/window/84""}"
85,85,191,created,2025-08-21 22:00:30,"{""short_code"":""csdD1d"",""original_url"":""https://opswise.net/silver/quartz/85""}"
86,86,239,created,2025-09-30 06:46:20,"{""short_code"":""8lZxav"",""original_url"":""https://example.com/young/zenith/86""}"
87,87,205,created,2026-02-03 19:49:55,"{""short_code"":""u0Loxj"",""original_url"":""https://hackstack.io/ember/meadow/87""}"
88,88,191,created,2025-07-25 15:20:04,"{""short_code"":""N8MOm0"",""original_url"":""https://seeded.app/ivory/garden/88""}"
89,89,65,created,2025-03-15 22:11:40,"{""short_code"":""dRp9cR"",""original_url"":""https://relay.cloud/brisk/pioneer/89""}"
90,90,353,created,2025-05-31 23:14:39,"{""short_code"":""MsuTwZ"",""original_url"":""https://example.com/ivory/valley/90""}"
91,91,42,created,2025-05-14 02:13:46,"{""short_code"":""RddU4r"",""original_url"":""https://relay.cloud/mellow/field/91""}"
92,92,2,created,2025-03-27 03:08:37,"{""short_code"":""SMIOjn"",""original_url"":""https://example.com/cobalt/pioneer/92""}"
93,93,361,created,2025-05-05 23:15:53,"{""short_code"":""iboTUH"",""original_url"":""https://opswise.net/dawn/uplink/93""}"
94,94,35,created,2025-08-09 16:03:08,"{""short_code"":""doVSvQ"",""original_url"":""https://relay.cloud/urban/garden/94""}"
95,95,69,created,2025-10-16 00:21:22,"{""short_code"":""XpH5Tu"",""original_url"":""https://seeded.app/urban/trail/95""}"
96,96,44,created,2025-11-16 09:23:07,"{""short_code"":""aysPxs"",""original_url"":""https://acme.dev/lively/harvest/96""}"
97,97,61,created,2025-12-05 08:12:27,"{""short_code"":""P4NARS"",""original_url"":""https://seeded.app/lively/field/97""}"
98,98,244,created,2025-05-27 22:22:16,"{""short_code"":""hdFMxn"",""original_url"":""https://relay.cloud/rapid/orbit/98""}"
99,99,236,created,2025-06-18 10:32:25,"{""short_code"":""Q8g0di"",""original_url"":""https://hackstack.io/forest/kernel/99""}"
100,100,152,created,2025-09-02 12:15:07,"{""short_code"":""gfwUQz"",""original_url"":""https://example.com/dawn/island/100""}"
101,101,221,created,2025-07-14 10:23:01,"{""short_code"":""w2NV3T"",""original_url"":""https://acme.dev/ivory/island/101""}"
102,102,175,created,2025-09-10 09:55:44,"{""short_code"":""OyLVcd"",""original_url"":""https://opswise.net/opal/canyon/102""}"
103,103,121,created,2025-06-04 16:28:41,"{""short_code"":""QJFviW"",""original_url"":""https://acme.dev/ember/trail/103""}"
104,104,204,created,2025-08-31 19:48:12,"{""short_code"":""MVwydG"",""original_url"":""https://relay.cloud/harbor/trail/104""}"
105,105,116,created,2025-02-13 14:33:35,"{""short_code"":""DNC7dB"",""original_url"":""https://acme.dev/proud/anchor/105""}"
106,106,322,created,2025-12-06 03:53:54,"{""short_code"":""YLVd7l"",""original_url"":""https://hackstack.io/ivory/meadow/106""}"
107,107,95,created,2025-03-10 22:29:21,"{""short_code"":""GK8Kjd"",""original_url"":""https://hackstack.io/cobalt/river/107""}"
108,108,257,created,2025-08-03 00:11:22,"{""short_code"":""iGLKhI"",""original_url"":""https://acme.dev/young/engine/108""}"
109,109,71,created,2025-01-04 08:27:42,"{""short_code"":""0pbbjt"",""original_url"":""https://acme.dev/brisk/network/109""}"
110,110,205,created,2025-12-29 20:32:40,"{""short_code"":""apKEj3"",""original_url"":""https://hackstack.io/vivid/engine/110""}"
111,111,137,created,2025-12-04 05:36:39,"{""short_code"":""WTM3kS"",""original_url"":""https://relay.cloud/jade/beacon/111""}"
112,112,202,created,2025-02-09 09:52:15,"{""short_code"":""uSWAVd"",""original_url"":""https://opswise.net/ember/network/112""}"
113,113,342,created,2026-01-25 11:48:38,"{""short_code"":""zTntVu"",""original_url"":""https://hackstack.io/silver/valley/113""}"
114,114,303,created,2025-03-19 06:28:40,"{""short_code"":""usV8lQ"",""original_url"":""https://opswise.net/mellow/network/114""}"
115,115,329,created,2025-11-24 06:20:49,"{""short_code"":""w227IE"",""original_url"":""https://acme.dev/young/lagoon/115""}"
116,116,277,created,2025-01-28 15:00:17,"{""short_code"":""rPE2Sk"",""original_url"":""https://acme.dev/vivid/lagoon/116""}"
117,117,222,created,2025-07-15 06:46:36,"{""short_code"":""gsum4e"",""original_url"":""https://seeded.app/warm/canyon/117""}"
118,118,88,created,2025-07-14 22:58:31,"{""short_code"":""sb8ga8"",""original_url"":""https://opswise.net/quiet/island/118""}"
119,119,318,created,2025-08-11 06:26:29,"{""short_code"":""hHOxK9"",""original_url"":""https://example.com/mellow/pioneer/119""}"
120,120,339,created,2025-04-20 17:45:08,"{""short_code"":""YV15IW"",""original_url"":""https://opswise.net/amber/lagoon/120""}"
121,121,345,created,2025-08-21 14:53:56,"{""short_code"":""P6hH0f"",""original_url"":""https://acme.dev/brisk/anchor/121""}"
122,122,231,created,2025-09-09 14:32:15,"{""short_code"":""Y82ttf"",""original_url"":""https://hackstack.io/keen/kernel/122""}"
123,123,26,created,2025-11-25 19:16:11,"{""short_code"":""VZwhCm"",""original_url"":""https://relay.cloud/brisk/valley/123""}"
124,124,311,created,2025-01-10 01:03:19,"{""short_code"":""PKxp6W"",""original_url"":""https://relay.cloud/calm/island/124""}"
125,125,313,created,2025-09-15 17:38:24,"{""short_code"":""nS7KXo"",""original_url"":""https://acme.dev/opal/uplink/125""}"
126,126,39,created,2025-04-24 00:34:23,"{""short_code"":""L8djQj"",""original_url"":""https://example.com/brisk/network/126""}"
127,127,183,created,2025-04-25 03:39:48,"{""short_code"":""xlxew7"",""original_url"":""https://opswise.net/proud/delta/127""}"
128,128,139,created,2025-11-12 01:41:08,"{""short_code"":""KJsfCw"",""original_url"":""https://hackstack.io/ivory/journey/128""}"
129,129,18,created,2025-12-24 20:53:34,"{""short_code"":""ZQ4xfS"",""original_url"":""https://example.com/clear/kernel/129""}"
130,130,363,created,2025-10-12 15:32:26,"{""short_code"":""CEmAp4"",""original_url"":""https://example.com/clear/quartz/130""}"
131,131,204,created,2025-11-09 04:16:08,"{""short_code"":""dvRqV9"",""original_url"":""https://opswise.net/opal/journey/131""}"
132,132,232,created,2025-01-06 19:21:32,"{""short_code"":""O2iZ1l"",""original_url"":""https://relay.cloud/clear/zenith/132""}"
133,133,294,created,2025-04-24 23:40:10,"{""short_code"":""KAOHtw"",""original_url"":""https://opswise.net/forest/garden/133""}"
134,134,124,created,2025-10-21 17:56:47,"{""short_code"":""T6a9xL"",""original_url"":""https://example.com/opal/island/134""}"
135,135,30,created,2025-06-09 05:47:37,"{""short_code"":""gLGAyE"",""original_url"":""https://opswise.net/mellow/zenith/135""}"
136,136,180,created,2026-01-10 04:31:04,"{""short_code"":""wqVyBs"",""original_url"":""https://acme.dev/tidy/harvest/136""}"
137,137,67,created,2025-08-12 13:46:30,"{""short_code"":""ESKzxC"",""original_url"":""https://seeded.app/mellow/meadow/137""}"
138,138,263,created,2025-01-09 08:11:43,"{""short_code"":""ievPYW"",""original_url"":""https://example.com/jade/island/138""}"
139,139,129,created,2025-05-04 14:20:08,"{""short_code"":""kOhEvN"",""original_url"":""https://opswise.net/mellow/trail/139""}"
140,140,212,created,2025-08-27 17:02:49,"{""short_code"":""yAOWwP"",""original_url"":""https://acme.dev/ivory/yard/140""}"
141,141,322,created,2025-12-05 03:26:14,"{""short_code"":""ZIPoIv"",""original_url"":""https://example.com/harbor/yard/141""}"
142,142,74,created,2025-01-28 22:28:19,"{""short_code"":""izsmDS"",""original_url"":""https://hackstack.io/ivory/garden/142""}"
143,143,377,created,2025-12-07 22:57:27,"{""short_code"":""8ch5UY"",""original_url"":""https://opswise.net/young/network/143""}"
144,144,298,created,2025-09-20 17:47:28,"{""short_code"":""xjU0OR"",""original_url"":""https://example.com/gold/quartz/144""}"
145,145,88,created,2025-04-17 11:02:30,"{""short_code"":""GlT6LJ"",""original_url"":""https://hackstack.io/proud/field/145""}"
146,146,218,created,2026-01-17 22:16:58,"{""short_code"":""7fMovv"",""original_url"":""https://example.com/young/island/146""}"
147,147,39,created,2025-12-17 16:19:49,"{""short_code"":""eRfHB1"",""original_url"":""https://opswise.net/navy/signal/147""}"
148,148,15,created,2025-11-03 02:53:36,"{""short_code"":""GZQvJ9"",""original_url"":""https://example.com/urban/quartz/148""}"
149,149,215,created,2025-08-19 02:55:30,"{""short_code"":""RuKG9L"",""original_url"":""https://opswise.net/jade/garden/149""}"
150,150,383,created,2025-09-11 08:36:15,"{""short_code"":""nT6uIn"",""original_url"":""https://hackstack.io/urban/uplink/150""}"
151,151,218,created,2025-10-18 16:01:16,"{""short_code"":""GjAMbh"",""original_url"":""https://opswise.net/mellow/canyon/151""}"
152,152,34,created,2025-04-09 17:36:50,"{""short_code"":""nf4mq3"",""original_url"":""https://relay.cloud/brisk/journey/152""}"
153,153,352,created,2025-02-20 18:04:17,"{""short_code"":""Sb8RMK"",""original_url"":""https://opswise.net/ivory/kernel/153""}"
154,154,325,created,2025-04-02 03:46:15,"{""short_code"":""Zl4UGp"",""original_url"":""https://acme.dev/clear/journey/154""}"
155,155,361,created,2025-10-11 00:41:50,"{""short_code"":""24ZyD7"",""original_url"":""https://hackstack.io/warm/garden/155""}"
156,156,386,created,2026-02-10 17:29:06,"{""short_code"":""v3LxOF"",""original_url"":""https://example.com/warm/yard/156""}"
157,157,30,created,2025-04-24 15:51:33,"{""short_code"":""9Q9NHN"",""original_url"":""https://seeded.app/young/garden/157""}"
158,158,119,created,2025-04-03 13:01:25,"{""short_code"":""mZGAvO"",""original_url"":""https://opswise.net/vivid/field/158""}"
159,159,58,created,2025-03-11 13:22:33,"{""short_code"":""01wMMB"",""original_url"":""https://relay.cloud/harbor/garden/159""}"
160,160,39,created,2025-02-09 08:13:59,"{""short_code"":""wlbPzp"",""original_url"":""https://acme.dev/jade/yard/160""}"
161,161,14,created,2025-09-08 21:00:32,"{""short_code"":""xRcMUI"",""original_url"":""https://opswise.net/harbor/uplink/161""}"
162,162,50,created,2026-01-25 03:21:50,"{""short_code"":""YAbUXB"",""original_url"":""https://seeded.app/ivory/island/162""}"
163,163,384,created,2025-09-15 18:59:43,"{""short_code"":""pCpRq7"",""original_url"":""https://example.com/vivid/yard/163""}"
164,164,380,created,2026-02-06 09:58:26,"{""short_code"":""Cb64rR"",""original_url"":""https://hackstack.io/vivid/harvest/164""}"
165,165,225,created,2025-10-14 12:00:32,"{""short_code"":""vIRrJQ"",""original_url"":""https://acme.dev/ember/uplink/165""}"
166,166,278,created,2025-11-29 13:42:09,"{""short_code"":""TXhZ7W"",""original_url"":""https://relay.cloud/harbor/delta/166""}"
167,167,170,created,2025-04-28 19:59:33,"{""short_code"":""NNSBI7"",""original_url"":""https://opswise.net/rapid/canyon/167""}"
168,168,277,created,2025-08-02 17:48:38,"{""short_code"":""7sc4wz"",""original_url"":""https://seeded.app/harbor/network/168""}"
169,169,81,created,2025-06-25 18:06:18,"{""short_code"":""bE7vI1"",""original_url"":""https://relay.cloud/ivory/quartz/169""}"
170,170,395,created,2026-02-15 00:39:51,"{""short_code"":""SgYaZy"",""original_url"":""https://relay.cloud/ivory/garden/170""}"
171,171,76,created,2025-08-31 11:00:42,"{""short_code"":""aFPf7q"",""original_url"":""https://acme.dev/cobalt/island/171""}"
172,172,385,created,2025-10-25 05:46:38,"{""short_code"":""USHn0s"",""original_url"":""https://seeded.app/clear/orbit/172""}"
173,173,127,created,2025-05-18 15:08:02,"{""short_code"":""MX4vlD"",""original_url"":""https://hackstack.io/cobalt/kernel/173""}"
174,174,36,created,2025-07-23 16:26:41,"{""short_code"":""ZlRp39"",""original_url"":""https://acme.dev/lively/journey/174""}"
175,175,128,created,2025-07-12 16:39:45,"{""short_code"":""2ZoslK"",""original_url"":""https://seeded.app/keen/field/175""}"
176,176,279,created,2025-07-02 13:56:30,"{""short_code"":""6EsT9k"",""original_url"":""https://seeded.app/brisk/lagoon/176""}"
177,177,319,created,2025-07-10 01:56:53,"{""short_code"":""JZeq74"",""original_url"":""https://example.com/calm/kernel/177""}"
178,178,27,created,2025-07-20 02:32:45,"{""short_code"":""bvhodI"",""original_url"":""https://relay.cloud/keen/journey/178""}"
179,179,28,created,2025-12-14 08:12:50,"{""short_code"":""L3ISPY"",""original_url"":""https://relay.cloud/quiet/delta/179""}"
180,180,383,created,2025-07-15 06:22:40,"{""short_code"":""ourMuI"",""original_url"":""https://seeded.app/silver/field/180""}"
181,181,30,created,2025-11-16 12:53:59,"{""short_code"":""Rvq391"",""original_url"":""https://opswise.net/urban/pioneer/181""}"
182,182,343,created,2025-12-04 10:52:11,"{""short_code"":""PNi2Os"",""original_url"":""https://relay.cloud/rapid/window/182""}"
183,183,98,created,2026-02-17 14:50:54,"{""short_code"":""Gy7FtX"",""original_url"":""https://opswise.net/quiet/lagoon/183""}"
184,184,175,created,2025-09-27 09:00:43,"{""short_code"":""mSYqHX"",""original_url"":""https://hackstack.io/rapid/valley/184""}"
185,185,61,created,2025-11-20 07:02:08,"{""short_code"":""r2D8Gp"",""original_url"":""https://seeded.app/vivid/network/185""}"
186,186,66,created,2025-09-02 00:15:33,"{""short_code"":""TX7Xpq"",""original_url"":""https://seeded.app/keen/field/186""}"
187,187,118,created,2025-11-20 18:16:13,"{""short_code"":""z0yitS"",""original_url"":""https://seeded.app/keen/zenith/187""}"
188,188,195,created,2025-04-15 14:52:51,"{""short_code"":""u9hrlw"",""original_url"":""https://hackstack.io/dawn/pioneer/188""}"
189,189,122,created,2025-03-29 20:36:48,"{""short_code"":""WrwPRy"",""original_url"":""https://hackstack.io/mellow/engine/189""}"
190,190,227,created,2025-10-12 22:42:27,"{""short_code"":""83lhCw"",""original_url"":""https://seeded.app/dawn/meadow/190""}"
191,191,360,created,2025-11-15 06:06:38,"{""short_code"":""S1JU3l"",""original_url"":""https://acme.dev/rapid/garden/191""}"
192,192,93,created,2025-05-22 09:34:00,"{""short_code"":""bdqNIZ"",""original_url"":""https://acme.dev/silver/lagoon/192""}"
193,193,296,created,2025-01-28 23:05:02,"{""short_code"":""hthAm5"",""original_url"":""https://opswise.net/amber/river/193""}"
194,194,7,created,2025-10-12 20:33:37,"{""short_code"":""OGsIN2"",""original_url"":""https://acme.dev/dawn/pioneer/194""}"
195,195,292,created,2025-06-19 22:12:32,"{""short_code"":""HTwhEE"",""original_url"":""https://acme.dev/quiet/journey/195""}"
196,196,253,created,2026-01-19 04:37:52,"{""short_code"":""5eHWeI"",""original_url"":""https://hackstack.io/young/signal/196""}"
197,197,145,created,2025-12-21 00:14:49,"{""short_code"":""UxPGwX"",""original_url"":""https://seeded.app/urban/pioneer/197""}"
198,198,95,created,2025-12-21 12:03:04,"{""short_code"":""pnlblW"",""original_url"":""https://seeded.app/young/island/198""}"
199,199,138,created,2025-10-14 02:40:50,"{""short_code"":""dLsdE4"",""original_url"":""https://hackstack.io/amber/island/199""}"
200,200,366,created,2025-09-26 22:28:38,"{""short_code"":""ldmOZY"",""original_url"":""https://seeded.app/urban/valley/200""}"
201,201,272,created,2025-07-18 21:16:46,"{""short_code"":""3kllQ4"",""original_url"":""https://seeded.app/ivory/zenith/201""}"
202,202,212,created,2025-09-23 22:59:22,"{""short_code"":""ZsFX54"",""original_url"":""https://seeded.app/clear/pioneer/202""}"
203,203,231,created,2025-06-17 02:18:38,"{""short_code"":""rIGOse"",""original_url"":""https://hackstack.io/dawn/window/203""}"
204,204,65,created,2025-12-23 16:06:08,"{""short_code"":""QhDo7f"",""original_url"":""https://acme.dev/dawn/orbit/204""}"
205,205,285,created,2025-01-29 18:25:06,"{""short_code"":""59Zm1k"",""original_url"":""https://opswise.net/keen/harvest/205""}"
206,206,37,created,2025-04-09 12:15:26,"{""short_code"":""qq1AEl"",""original_url"":""https://acme.dev/warm/trail/206""}"
207,207,246,created,2025-01-11 06:14:27,"{""short_code"":""b2CR0z"",""original_url"":""https://opswise.net/quiet/orbit/207""}"
208,208,228,created,2025-06-10 04:42:17,"{""short_code"":""mZpL8X"",""original_url"":""https://acme.dev/quiet/delta/208""}"
209,209,237,created,2025-11-09 20:52:12,"{""short_code"":""B0QUa4"",""original_url"":""https://opswise.net/urban/trail/209""}"
210,210,310,created,2025-01-22 07:20:00,"{""short_code"":""ad7M35"",""original_url"":""https://seeded.app/calm/harvest/210""}"
211,211,176,created,2026-01-21 15:52:00,"{""short_code"":""3wp3t2"",""original_url"":""https://acme.dev/harbor/signal/211""}"
212,212,231,created,2025-06-01 01:28:46,"{""short_code"":""tx12tQ"",""original_url"":""https://relay.cloud/calm/garden/212""}"
213,213,316,created,2025-07-26 11:31:13,"{""short_code"":""8k262M"",""original_url"":""https://example.com/calm/trail/213""}"
214,214,184,created,2025-06-05 06:23:42,"{""short_code"":""mVMPOp"",""original_url"":""https://acme.dev/lively/meadow/214""}"
215,215,95,created,2025-04-26 21:40:09,"{""short_code"":""NJCWCp"",""original_url"":""https://acme.dev/mellow/zenith/215""}"
